id;nome;nazione;citta;indirizzo;latitudine;longitudine;prezzoMedio;takeAway;booking;tipoCucina;descrizione;servizi;recensioniIDs
502;Judy;United States;Staten Island;6273 Hazelcrest Trail;40.6307451;-74.1181234;99;true;false;France;42595446632652058909996867267185050715361979872575929113634902327809882420655631 24541043040986853867487;52609844372330134287790404941934359953917677447883874589326877051345013754802536 39327695451817561311195;
503;Bernelle;Vietnam;Thị Trấn Yên Ninh;83775 Manley Junction;20.1788256;106.0728356;69;false;true;Portugal;53057714667245183423619956113971851698227127023438708036471809419471478099172330 31565071428411974881761;27705484630000989220888208368369362586843321443864677526747256627836634828547000 38920862269468844044534;
504;Gelya;Kazakhstan;Belköl;7 Atwood Parkway;44.8147261;65.5887379;6;false;false;Ukraine;51089653248936081259077044172713464092552573479331190837609497628385931011549084 57906437025419771898073;92700342686011466530692404898677416072248823657518525156212132053884203933210360 29421901411915979406557;
505;Hugo;United States;Colorado Springs;671 Morrow Park;38.8099385;-104.7599648;74;true;false;Philippines;90943930387360115825999882531106890634236929094110849855903435274594276398672981 08785331026441336255208;55800338904276277554779500089886515239523452833358378791577117368773434445729835 74488597917559744638158;
506;Nanny;Sweden;Stockholm;5423 Cody Way;59.3178128;18.0285502;35;true;false;Poland;15153477775561827438917188475819788368477613519060618320640147748398484752887920 61471175226880822089182;70231245334648814944795797735141568450371830650196147424136675021717543234657022 79921002838799011746245;
507;Arvy;Pakistan;Amirabad;56 Bellgrove Street;34.1812801;73.0929422;93;false;false;Vietnam;34041334874384826483424898069177681332219111644430350352050194339522032551375333 27014342539337715179311;81484571139661474181636125754838535985337742214463552626697862709889036207892912 79955639627313729539619;
508;Adamo;France;Sotteville-lès-Rouen;87 Bashford Center;49.4006213;1.1150619;3;false;false;Argentina;31033763986977992583427434596839524264470774714495564412570772594142987647613805 25075003722520791807366;18387583514002484868244622381501075450864707023553921767578998052316104709321864 19966246580893923658466;
509;Flss;Indonesia;Pengembur Dua;325 Village Junction;-8.8229999;116.2601315;25;true;true;Palestinian Territory;90488709251561590857336694752181141089718386602722780567287014990634776177854648 49285372805316341849185;88593708921038179827416456050044883673700798189782006506087547423013625747189906 43190931090805992229413;
510;Reggie;China;Xilaiqiao;0760 Jenifer Parkway;32.032744;119.91921;60;true;false;Portugal;99493958000974790447547422349572209830460485894379255924480788361173376110971020 44699608603942277720429;86059441350951579077790515520310865606142550246936027082131187892042568752049676 45192558730508916091456;
511;Hagen;Honduras;Corquín;7 Crownhardt Center;14.5686384;-88.8694951;14;true;true;Portugal;15840053534903173837241640431775805406523389588029721840311313641636586660257062 98728222988789574967761;91097087089273253694975374263315142809544998832746306573277325948979627319377944 28068742184241490333964;
512;Noella;Indonesia;Baturinggit Kaja;0406 Judy Plaza;-8.2464;115.5631;18;true;true;Indonesia;77313451799411494582276555428438352719317663061745184537086219821126307200539731 83715039251670386983827;08299367730283176384530958156271498137246469268023954126865640014246254989047830 37382178800237244934837;
513;Vin;Peru;Calango;4 Farragut Terrace;-12.52614;-76.5452105;9;true;false;Philippines;95992229720961326708740185465808774432245436740331156533054698774664366890201110 67120030134517253485345;21922886499165361547238310313619979731940008700991246162740350325099165769801557 17293719200791824593156;
514;Thatcher;Indonesia;Uwa;91 Victoria Drive;-6.8637417;107.5902556;24;true;false;Pakistan;59975007061252640543517368988173967471970052307104308040920410429840394576168126 56953888722528331547005;64215427911021610143450571307334302377243009418474816224820829073106094719171122 92343997558703231849647;
515;Christian;China;Xinxing;7754 Hintze Terrace;22.69569;112.225334;84;true;true;Mongolia;23190286496234904599477240248857013165253833568550830560167786325264866356977419 25265495977042562417855;62280294407073414841942703138108731410010037115185149066420779684300024093791085 57594310807780759647304;
516;Avrit;United States;Saint Louis;6 Tennessee Court;38.6206914;-90.4408037;97;true;false;Philippines;79220194578231130957117209287197630355265801646096620269617854603764257690809079 97103190092052618143809;78432207448641868798635765283550907542406880248770363020895908224437081606732626 93507548448990176714189;
517;Noami;Afghanistan;Kishk-e Nakhūd;37727 Bonner Court;31.62519;65.05511;100;true;true;Czech Republic;82597841800556909674711788466685303103159574460322213202285786989808365635430468 75965166707656664143717;95748668476734194118250988592834404940590830177008854717046512908915530096702988 95240363407756844202724;
518;Mollee;Indonesia;Pulorejo;17 6th Hill;-7.4642812;112.4216959;83;false;true;China;54472662092241107902879540876488873441697531524667204103705766315826667682140635 10533126110882135488330;61071699953811401784497812133279866843468848652479211248492151918530896294349544 77614289199029081909903;
519;Julie;Bolivia;Coroico;92 Graedel Road;-16.1941783;-67.7288125;21;false;false;Sweden;18474280727578068926008162725119690279814627685469175808759027835291605775201753 59844347746577426082050;63439148153105112581384033103851669289576546621827993378143660886014113324890530 55725476020030799254035;
520;Valera;China;Huangji;955 Norway Maple Pass;31.231521;121.45076;47;false;true;Thailand;47317805612627118700810513389953748030065704952573458430326492543214589019385435 81809391124149082469481;55441270216443983242461935093789173141811119566140246417201501129737231750623040 08847523937295367133162;
521;Tabby;Canada;Beauharnois;97521 Nelson Lane;45.3044566;-73.8746233;42;false;false;China;65344168327644785959425730600019568479467362459398371039851975504337610346106596 69685521764992737313493;55360712712859474008144472791419012343696676611827190065965102464743680166643545 88956936330395635619967;
522;Pen;Niger;Tillabéri;79 Kim Lane;14.6489525;2.1450245;88;false;false;France;86343572662981646064274869797880091674928285499180814712059700831139260720632341 68694496715550901853251;68722679415821122485227838105905379645875952869633166361506459707313151395775690 05760545467140593043163;
523;Willis;China;Liulin;7 Huxley Crossing;37.429832;110.88907;37;false;false;Venezuela;67168628899579864194437559705618099715907521858884347812278196661495943572723878 12521637145230988729322;52813140836803705297626669558751469648072930213078909857129754626003319873710844 37344504798232936779536;
524;Marjory;France;Courtaboeuf;868 Hallows Parkway;48.695223;2.190167;77;true;true;Philippines;35755740258753542278768877207651353029640256259612132115266574581888093398049108 71924719409828448025065;57384824832212228538534277881781949951112748645717151780294828922868076177597396 58004516116051700506321;
525;Scott;China;Xiangang;4552 Manitowish Avenue;23.04421;112.677965;48;true;true;Poland;67332833885014845540302842726562693069693455057099464449257487023378738883398020 52672152697250448136574;08571019340917499048716876456908646850399823133812793297982594432797829775347184 55003475801679725931816;
526;Evvy;Philippines;Marsada;95 Morningstar Plaza;5.976337;121.2234268;51;true;true;Ethiopia;42966247521832928573952212674662676051575822061041711293851573364994613939314148 18991039602513170375416;00996987141956497614873560047104779882485726944723730490441517712395392517591262 38560511618290297061556;
527;Madelle;Sweden;Arlöv;66 Dorton Way;55.6345009;13.0744097;62;true;true;Angola;39262279219335961362098023193060743874984368607775373144756490616202248763067914 16327875399816192322045;06180276729160882179271746361262505086738936283425613344468128690541076697779945 14212899218418198624568;
528;Damien;Japan;Kariya;0 Superior Parkway;37.841046;140.5203882;12;true;false;Malawi;30402446385329683797908632585211390351615522443588988397949623161495042256619189 27924934041017343287479;92723548556043699793396985233357613977730362899649139978331466336072936848957776 05333123745765221082758;
529;Elwyn;Finland;Viitasaari;4277 Northland Junction;63.0741927;25.8645193;89;true;false;China;98162535566103617239639526733860676593217026242774937320475312893178281485158167 90515845789847668797586;71729708959196803006431246924315397606920636285623912486181460984606511126603691 21344537369829468932531;
530;Mortimer;Dominican Republic;Punta Cana;324 Kings Street;18.8539206;-71.3009387;26;false;true;Colombia;73957986180047206568198468070781284268184314818886284753416578526204093914396539 34725276406003905669799;49012206797543448184614641322361251589303580698425331398758647176721228604361247 51014480592587510863812;
531;Katerine;China;Miliangju;6 Oak Circle;41.336619;112.4610436;4;true;true;Kazakhstan;51318848030380202722106234758291411278903315948766914514347284257647326197652992 24127615858116317242502;24905437946163478153676837205945277220945252344524246539927352883388034857013998 80892688207467164077018;
532;Linet;Kosovo;Obiliq;7 Bay Place;42.6869167;21.0670387;22;false;true;Honduras;75791888509705912406532878101821985699835283190187423834983537313607746975860097 18242968504569762181108;74851461816804621736882091484548190283775680871458908403629075476745612524972121 60301309749420882974927;
533;Umeko;China;Shimen;6 Jenna Terrace;29.584292;111.380014;43;false;true;China;38571493003572967992262814477265163775106198398854938601642594048394230863111680 95387183572165263203065;51310645717168332968050485104756998895208242003667814563865216188086542099752704 07986373612948243738166;
534;Norbert;Indonesia;Kaducondong;1184 Quincy Place;-6.3472;105.855;62;true;true;Ukraine;64259483537582114837658943928555744655083785000348342728030130296568711831497816 70297802418341070762336;30094575372060399859802162730804467006219427193439835146001473675021924899875298 96718721701569905552718;
535;Marthe;Sweden;Nol;2 2nd Park;57.9104452;12.0732915;99;false;false;Poland;92110554896988025397708232173506912677222966872574994841796389396955475713023476 63959094541255191548132;71186648527642210984439968420504056220853499193119817477706938576329093271942975 56129500893553716310545;
536;Carly;France;Nanterre;8 Stephen Park;48.8865404;2.215722;39;false;true;China;60664174227127446620650900319246134627626376661787144619787250338158911227055876 28198058564352725783596;45440115234223282727330243398119184635599760857304431634271929049765888518537041 30203741218623065292230;
537;Timothea;China;Guzhu;1330 Glendale Pass;26.8429645;107.2902839;90;false;true;France;22194071030794146832390533470683197095581695477210429755439807586669542141065946 90133205020676566951946;95614211961349906362517557845869940548201608241347478424271002588434718622229070 67581299808098975267411;
538;Drucy;Indonesia;Bungalaleng;979 Welch Court;-8.1916;123.7529;85;false;false;Kazakhstan;22518219946760364470592144341518170130425884355931165595745976483223819357496064 96473580232381251770657;30447957418134664596744978465258046909311999119552834864719033289889506427314915 32150330601558594428291;
539;Jerrilee;El Salvador;Delgado;37214 Carberry Avenue;13.7390848;-89.1610748;7;false;true;Japan;71202135049270729378780919410080020196691137235695956139588291315628336381178873 63130677998500670495395;97818557714312628640158819649213879551450167681013289108134157538387014044022055 96529840208551648599167;
540;Chantalle;Pakistan;Khāngāh Dogrān;22 Talmadge Terrace;31.7746473;73.5953173;21;true;false;Portugal;19880123715198676197423184180863841101606061771892008181725042667711653350923043 62149477050759092080507;25003169231781574736238674645195688086794052742410523266913817535333201307296292 54645298667809703859811;
541;Nick;Thailand;Phanna Nikhom;5786 Lakewood Way;17.3233062;103.8680047;74;false;true;China;39917862173616086081971742697428686531190425933455564108437737285884695467668912 07017999575068908476486;92271261815729387037408406608046012950633264191639708853871922866587970094537783 82125912903337190632385;
542;Niccolo;Afghanistan;Asadābād;7 Lawn Street;34.8742638;71.1537637;68;false;false;Japan;43541185775674519446459064100699105681531827149745752278016296784097784441504960 75659487236275283316592;29259936430290657630912427082963929414513627256437932320248878717802323157335337 71294694615851251316181;
543;Mersey;Philippines;Pimbalayan;875 Merry Place;6.7987866;124.6192703;43;true;true;Finland;24360693867531853244544222486349464274820594091839921651325675419376613152277403 10225784025368831935450;94721264571310990126914420892942073404160113572620672701820203605435390398299699 64814827391293783526924;
544;Myrtle;Poland;Gwoźnica Górna;9 Stang Lane;49.8259726;21.9974055;9;true;false;Israel;37861283879147120707837151341466976266061811781879101652281440693139069035375201 53632936960154553535431;82648232934616002318039066783843419541443518636276940194218416229887034462100121 52350900433056717087878;
545;Frederigo;Japan;Shimonoseki;83 Grasskamp Plaza;33.9562185;130.9858159;9;false;true;Brazil;73698000769101671008428767942491294042034061058610320368325655295064563272901344 94789764984631229400303;29762156579543406490726134472999023682822163324481590045547354731373062206899822 41246022949610251568931;
546;Sharline;China;Rencun;511 Rockefeller Point;26.0765362;119.2807519;16;false;true;Indonesia;66906636736655594245787954333742151886947222587054632331752740872883521037332116 66429933714019133672317;94087494054665791324971153989357170385635452407196483930890618080483420861704681 89937917886937949108401;
547;Octavia;Guatemala;Almolonga;2 Lakewood Drive;14.525936;-90.761712;16;false;false;Brazil;10593983365872232676875603043098068744826061434934373566066127593729988094262273 67453713086420933406589;04290909333895118721993611515617956182692799172473177829818596884165112408445628 03846323338756967231585;
548;Uri;Spain;Pontevedra;4 Sunnyside Place;42.4385891;-8.5995773;72;true;false;Vietnam;19610169046589666087121921593002046334826966360436851299589098516491447669293731 88134502944280024520200;60813918412928369550923307280806677381030861368426543096948672667647233711341430 17922649055374999707335;
549;Marcie;United Kingdom;Halton;0 Ruskin Pass;53.800245;-1.48003;94;true;true;China;65813382583858189407936577562425227428261455897005794398421186753529045774188138 63233507452816963711511;32589435397333364922601163693264277909463451097685744679789955327042467603923933 04071917087502687855239;
550;Boothe;Ukraine;Subottsi;79077 Sunbrook Road;48.652412;32.5077211;30;true;false;Bulgaria;97351498036120313401439693996420789950688707193998562761814796090143592673572527 57953970222519112636174;48139149489580307405948269335948191339009102417305928310344182289460862600535950 65951846525385201840434;
551;Terrijo;Sweden;Hörby;97017 Stoughton Way;55.9023639;13.6706414;59;true;false;China;31475496017974037842238971372743148802667993957396162657092170972856455040987217 71325212008643332842934;90396071993458514595466543305685000361400025311566801641676063765532030286267707 85297008580194446906167;
552;Waylin;China;Liyang;13 Packers Alley;31.416911;119.48421;14;false;false;China;05973540700122398426297635616849615291934350588783161549024986046708758725615228 16013348137991682426449;78749259237007562760120400916498701895816621434833436400631443080394999258941495 11157253725661984571453;
553;Cate;Indonesia;Semamung;49957 Onsgard Road;-8.6438821;117.4145232;55;false;false;Poland;95620609957360970509759718492983120010431434638319531459887818597105696493662943 98195522000059588587823;47845931174003275572265346918585918536374539276913448867729447455670927019072448 74161959635179561021916;
554;Ario;Croatia;Ozalj;833 Forster Circle;45.6128697;15.4778574;53;false;true;Brazil;58515869554458229751180863250228482371869140373524561739143729797411663015142254 92545918443873914158960;77475098093133292655282242045080663891867379558483984781556698203954927230892166 70479587238134975816218;
555;Barbie;Greece;Rizómilos;6 Northwestern Road;37.0038961;21.9202642;84;true;true;Indonesia;11019855978687325167067451449604921355625700550766495704680035094648942054545680 90821834564574319197275;75801525733114173235635464444196623868201076851388187401290676620992658344284432 15063620627883841601794;
556;Herta;China;Shanhou;36283 Waubesa Lane;23.354091;116.681972;37;true;false;Uzbekistan;10348710641650997287212109549391167394793473264168703804490285497928102066964366 11535139135677964022855;68455866417113935233375979778337706761231665952254574519405557159050273553431077 05242021125971848573577;
557;Anson;Portugal;Martingança;8349 Badeau Hill;39.6883601;-8.9606173;26;true;false;Macedonia;36248730354936868046782655075890409660406906609418214140390808052981176176903988 78898374837771450479714;72534826723017368022258806437783527920106240816403244330704190952721432315092589 21317002449493889635991;
558;Devondra;Albania;Elbasan;69 Texas Parkway;41.11023;20.0866554;16;false;true;Burkina Faso;95770538185327473519289325782793687180591940379457242803584377419606261140528116 97936209330383784963902;94604092982071957162590079616403447952092431206834948436828956546784979356670085 52158547946025501039879;
559;Kali;Armenia;Dvin;9070 Summerview Pass;40.0179745;44.5841127;45;true;false;China;97267120078021170055036664162481821101590900518358956177563534961540138004022701 26086927339588183990333;91570396656933389938224313199275962292259681496910419561912038710538314950018886 31217595393177911341157;
560;Vite;Madagascar;Ambatolampy;45920 Dapin Street;-19.3836846;47.4392352;68;false;true;Poland;91336300122988367812064614579425592973998424295470438441297478845444519384481507 75672808384498409679313;88494289225552514663428357472163003597042616904055606714680305283903811203900804 73586077995585850415077;
561;Winifield;Liechtenstein;Mauren;98813 Forster Lane;47.2391802;9.5572045;69;true;true;Panama;16007986731032588624537464273739006657786679800347135722331951229157075388069613 21238509332524423433786;62121060036654404912143999875005055165083651472286179629875293503977672027858799 91324193028925958190921;
562;Lona;China;Wenxi;27460 Northport Parkway;35.356644;111.22472;29;true;true;El Salvador;55132502057342432648584918678594486250920676281090286445373399107971102209841233 50256665747456463773053;02990840162646866448500820223881947737438512466125638507102211663517799058916732 52317341345452759122386;
563;Vick;United States;Cincinnati;5 Pearson Street;39.1674274;-84.5484275;61;true;true;Argentina;79051670156797780382689120808858313482939542064366916540378464525484060435874504 84233031863222871751956;42203987445464383942560300536554971013357458747753918563249739560041606267906133 41789364871097512320398;
564;Ingelbert;Colombia;Palestina;8 Crest Line Road;5.0549877;-75.6789905;15;true;false;Peru;50270192980535840444290472834128596612846738101267280021663466164246470761844564 15761718392757939066390;49403745512729898904312240358879746891705379910920670171177432021639388822759786 39012590682347730661644;
565;Roselin;China;Guangli;19 Hovde Hill;23.7247599;108.8076195;19;false;true;Indonesia;75828697026696841981661315519697239572311018130433495657035468951624432574564435 20837946396416174853720;15778404816929212224889287752235119401219786507373479245817519416417135843047410 86920152253838511561829;
566;Lawton;Indonesia;Cikananga;4477 Eagle Crest Way;-7.057009;106.91129;31;true;false;China;15484483441402100557967077324331954123358748227729892594596060831798833452445852 46832481763216300297458;33790595195373755260961939919367627453108895641840731456701972018279855029933165 08005213510235812399091;
567;Wally;China;Shuitou;07674 Manley Alley;24.705643;118.43196;68;true;false;Dominican Republic;07769794086161373354996106611722644435705523776760769996739443909707123236718424 49720292700961292834349;64196611400606154431635957475854418339859071913145741313355561740007124823970968 94551988726312031911307;
568;Mora;Armenia;Zhdanov;85 Declaration Junction;40.1578419;44.0925766;90;false;true;Poland;49610258750144746345415003970692597086974363278889190523792252519298871908846704 73469404896100363328961;39090219122241848702669372079238489724327801255495634549542684399419692569389785 44785921748331650582799;
569;Aland;Philippines;Linan;6177 Old Shore Court;11.4297007;122.5987302;38;false;true;China;09668038237938166320756944348396793702316819739584849824662193107294857639030965 58123321430823152199594;04460688721921761768907219294896090033528424297985853581296366278423239870360500 19998623860603212323519;
570;Car;Russia;Dikson;812 Anthes Road;59.9638414;30.3516338;76;false;true;China;76197527064316253688302623780970970562165382270289737779845386492920573020026214 33994286677576813816406;00803040566205757392566552383712823096307694052639664286016559777889346208130431 41505204034025356838978;
571;Darcy;Poland;Ksawerów;014 Bluestem Street;51.6782846;19.4187015;82;true;false;Brazil;09839786876074832343505127736857605035713713798627994359052931792869603533450550 70731668246758047464288;08339929057450008201583751305930675558186227384900209862050381698388194677024154 82087262537948688275192;
572;Yankee;Brazil;Iporã;4 Vidon Way;-24.0260564;-53.758612;88;true;false;Bolivia;23672867553968906669027981314720639486880028963122311362977324186961765072144318 33315609615877288406619;00233979648312060306665522251491674857294424628401803726673832999073118969174203 14859395345712953506022;
573;Faith;Kazakhstan;Kīevka;0839 Oriole Hill;50.2603928;71.5485944;33;true;false;Indonesia;62706037612598222232268401546047860244197125825301999860841458900008311548544429 12159595818488069027648;12759226814144261684177037868609488722938410319837417967517376601238973949815082 51263607797146228668615;
574;Jamill;China;Changshan;831 Bartelt Junction;28.901462;118.511235;29;true;false;Mexico;71901288293473432204561126606694899462422335030634894658655872846297260324878268 02007726572921987280112;24990904768409307818922497761562540125309069815486016014759675239819185251967674 03348672987331796282609;
575;Sherm;Ukraine;Bilshivtsi;3334 Lighthouse Bay Plaza;49.1835908;24.7462961;92;false;true;Indonesia;80351384811351964651816704174286942419708800661710528820566922070161148869836877 07691184028781805875980;20386242470285996821385294744544130871944561662016822601868420083433408709326465 71205791315042941145262;
576;Darell;United Kingdom;Middleton;3145 Mandrake Center;52.501244;-0.766168;89;true;false;Netherlands;34452228509594406845981176518440381752188761352418279235741323723429171268193851 69754491291485436544406;20619646774948720524115707718331397951671630999291346887367666195246374109976007 04402431239372652697616;
577;Oralee;China;Xinhua;873 Old Gate Place;38.05106;114.463347;35;false;true;Indonesia;57659821797582829584281572836866217687460748400266835941227130034619789474988448 84456595111562021758169;69983840894594942116503945324957891297542970976635257678088618244551950840063130 38970582048225043343321;
578;Ikey;China;Xiaoyi;874 Fallview Court;37.146294;111.778818;36;false;true;Indonesia;93521369578243060951729882396474469733009562205761085449383506400750932428274262 35619796985882147772955;29488039257435680460206325622442356986016230103446988949342831842188408106724256 87318004569530542425132;
579;Prissie;Indonesia;Rancakole;33055 Kennedy Avenue;-7.0725035;107.6777669;67;true;false;Chile;56591536993138375107683089139420970995063560810189473381023909795134873257800939 25812156357816567972496;83934276940022565425116129073116258072228126765233274542991976409428858814238548 11489871413015028804591;
580;Laurene;Peru;Tambo Grande;704 Coolidge Plaza;-4.9295129;-80.3408061;80;true;false;Colombia;44631234141340624479612908103162465837476987356086575737733204882721060438677942 75019476842970928911806;94511629741195103564472355751688459624446456336877616699859104288776172537555549 38201635853475212834179;
581;Mar;China;Sanban;613 Susan Terrace;25.448371;118.296139;65;false;true;Philippines;36583048232627060282111794837977055043702449720902548362785353520668762040453250 30652641618245791065267;51594639906255456129403666404534957543790410885123397794638960353208882289287463 93363549738641505179792;
582;Rourke;Cameroon;Bélabo;1790 Twin Pines Court;4.9224556;13.2923232;61;true;true;Brazil;21867842607383876499412700528865282063794003187281392370954929047327222202281788 50109650382364625360380;03756442204340755528971919473438069466555010071924132793884346948190952507898692 50746034922493403161716;
583;Dorthy;Costa Rica;Ipís;65570 Swallow Junction;9.96752;-84.001624;5;true;true;France;56956627555085934022726689540172813228797886773459728192484205896612846088903478 61789082599470502829831;83731223810727780719008831272848116771691544416227089581930020316230470240042647 23333650440283927287484;
584;Damiano;Serbia;Novi Itebej;846 Warrior Road;45.5178224;20.6883184;36;false;true;Micronesia;31073107087754946268066084244687963415246916603714231275450706629255344161033329 84705063075723240741919;56943060587037891083723051414281611128147793085882874552251228130214068290850839 32619331703771133415939;
585;Abey;France;Paris 13;4344 Fuller Point;43.4945737;5.8978018;2;false;true;Poland;22924055041116275851555110212492012429257550227841404056442398420153451757462539 97902475436694714613344;22188003941183235819736202351420902661334751350818953004666116749496737415457222 94944080123028724144312;
586;Woodman;Pakistan;Moro;161 Montana Terrace;26.6416058;67.9933369;84;false;true;China;51710726759967088287076296875451022060293588357842862705366041752613197537550723 20885090352969360263027;40966465755070531543304770806161326609245584393227162198153919473652957553811395 65416900975584046619141;
587;Yance;China;Changtan;47 Barby Park;24.64995;116.156645;70;false;false;Canada;23248383507103165396415259040266458796823322778395338015467848496174045288500334 38231500149800347500919;56786943652048531554811915646983264052656953037697121452950472886524149799211863 70555497511996772016121;
588;Annabel;China;Bei’an;34 Eggendart Lane;48.239135;126.481867;86;false;false;China;48226537395368927538206793383705672834598031909293139222611260442902595051389581 76772978185802547059943;24679354022352451122883491026463786789047596796621141113943799817520942931501175 11229368120742057002149;
589;Bernita;Mexico;Guadalupe;7 Merrick Pass;25.6765837;-100.2602364;49;true;true;China;84821563645058390496685549748496602483832059805438379782627220319075156432551709 85576458801563591338676;24084454372115284886750210885533141312609013716548868396360255359750136114781929 19344368091162988307159;
590;Jaclyn;South Africa;Oudtshoorn;10550 Morningstar Lane;-33.4907417;22.5304693;27;false;false;Indonesia;31582867501128583928007933896142100237572046240105937207434693415863930160159218 45644891954098547702264;92916430744070724110268165491948669434312757843318023183845647548215845266267511 99482403465862573751244;
591;Gearalt;China;Zhongcheng;05371 Sullivan Lane;22.356083;112.562369;81;false;true;Indonesia;24127135847358074765015448512277574002815550598629455486977442883865911817350246 93016240994104643641122;05949844672092489107136440957050556812707732958872205597999271612916605983657342 54299413664331688459633;
592;Klara;Guinea;Forécariah;9 Heath Center;9.4344715;-13.0904353;92;true;true;Vietnam;43329416310670664965974398243330544438776964142620544462375136155772783883995004 18403353610082993719022;14584527658156711288546101816386065562523259146412966189826916243101256707958478 31936414142701255285349;
593;Lida;Finland;Pertunmaa;92 Longview Drive;61.5071877;26.4821156;18;false;true;Philippines;97656306391783059466623135020644238656098488420960200854975437776005379685177436 53094370479435664539329;96224988290132082382071372287724770431555649414147464149802328345391678119530920 94509949840467665634506;
594;Marne;Palestinian Territory;Qarāwat Banī Zayd;1 Mcguire Trail;32.0547;35.12908;81;true;true;Sweden;85257727946066876421191185785375973155380042746849646593319456240405018506916567 40732287750233112478349;56564507310887684445567689706297816780248791596992753595878285413672861152578920 77062576873059453601854;
595;Gerry;Montenegro;Ulcinj;6 Onsgard Trail;41.9310884;19.2147632;55;false;true;China;06939824996849687957885925415918544008733385492352779059510538143934731823480820 46423015829021094337610;48268902042861380646799205686240457167901536766926103860750937834061635074853266 36958535890375423702700;
596;Kari;Iran;Kalāt-e Nāderī;55499 Meadow Vale Park;36.99532;59.76472;20;false;true;Indonesia;19261507181462011074885138726651977496062382240720229207776885425589629368809998 78798798591784635467034;30641089641518535847246669557340651151802412348876421082861688034909569229692265 37542927633529926033876;
597;Josephina;Colombia;Curumaní;774 Commercial Court;9.201062;-73.5425659;74;false;true;Tunisia;36300776108225189514317377091823069364215155614656045918557018892810073915161178 64248148436348245480577;56902295815665646076762843967956667540751581739470439193002920491128654629721028 74099035681414884551027;
598;Eden;Philippines;Licuan;376 Manley Crossing;11.0126649;122.6579982;95;true;false;China;76066499386024280678513045922228929786257758961389276240082567886849104544407772 96250724876655538664962;79722044024574185353080171945992465546671824476745145347258199828513108960792416 77608659892956651346520;
599;Gus;Russia;Stroitel’;4584 Morrow Crossing;52.6523079;41.4346698;28;false;false;China;54389896074082405233441481759409984934697724327760287847242288355119761345873513 38830514554893938930475;35465602273321998279212359229135263223845479373441823741659446431019284807038289 99303280022648506592094;
600;Karim;China;Xinzhaiping;50485 Mariners Cove Circle;28.929108;110.069347;83;true;true;France;04767642440384123076551914037638229386401129811747852526610159167622865659101473 86708829260446650561047;53927698435317657847909177443029899545850005419220600328849718204152195830661756 36397547114103386943656;
601;Gayla;United States;Youngstown;9415 Messerschmidt Place;41.1071733;-80.5993854;34;false;true;Philippines;10260448905101640537421897864294974917769861008284826802622864120059860305395491 83911994449758199848959;84461296733844385925075147876849081667252250244423129902587976887286966546335119 21186732033423634474810;
602;Karoly;Indonesia;Merapit;26648 Emmet Crossing;-7.5407175;110.4457241;55;false;true;Indonesia;11877752640749397635968200920872168179937842016258141369253208121858050012546634 94507617173602801203815;44928289973417426685853817508347528845484647952069291851664160302686134978075883 19873738584645256520640;
603;Jedd;Philippines;Candelaria;87250 5th Road;7.0540231;125.6018728;64;false;false;Botswana;36764658930335460065047961503178476809540254462893035765490402236686186393123585 60669643069365257088716;62111685068870299390769866383426080702140860306356400483918971349452604049375271 89435825321945473242541;
604;Osbert;Sweden;Karlskrona;324 Melby Court;56.2614625;15.6058647;91;true;true;China;99393436758312560780195324724700745317069325220271310046363337515212344472006402 66017983966736544085809;10416173831094187577989559016273895573610940562687257656103489653357210064573481 91718471388624680758249;
605;Nadya;Czech Republic;Brandýs nad Labem-Stará Boleslav;5502 Karstens Crossing;50.1383356;14.6705894;77;false;false;China;87962898602072627756213840675204851068867572158389851192961874830896617358559717 09753874172705839527078;11446905725815552112646923575466344360533114819954377921796224391612438893600364 26378368297259685881994;
606;Eirena;China;Jinhe;15 Sutherland Hill;26.695419;101.841707;73;false;false;China;85649702755702507612195875713450419907475067710728742209298031334058372221577305 45358659581814970794908;56344034409272072878700288233589875606222925499619670270953478341141163355038798 89861074451591865860605;
607;Jenifer;Colombia;Paipa;01 Village Parkway;5.77977;-73.114725;48;false;true;Philippines;50929806869186039149006525288285264879701389064187529768705245895886129951847105 60893626381563636944986;70416454630121566537486836327225892205374236907435705612400362184334018162864809 04683895884720219263398;
608;Teri;Lithuania;Žiežmariai;2331 Garrison Circle;54.8;24.45;83;true;false;Belarus;47163200904866135947556012401345256641256767360931301096086507210091014212925117 03862415933442584201300;07344137671701343278255062503485489481759570885474294396953323362180821528624775 89067718394388899080610;
609;Arnoldo;Slovenia;Ribnica na Pohorju;6 Paget Pass;46.5356403;15.2675136;80;false;true;China;54465004944458256480794978719924383301657111709828619720531538890709011239867942 59074755055820019646075;85797102688855282621940970054947067369443183909644108283658429662685845781302559 35709861631437502708449;
610;Kathleen;Indonesia;Baluk;4943 Mariners Cove Park;-8.3568079;114.5806885;94;false;true;Portugal;88212273349730443054562031620138132594377636612283788498942099915019004322253225 02479011543011712207621;26219609224963067525687141083252982675781331404299074823708692645183239170888463 27481265384577476132132;
611;Irwin;China;Jianfeng;56000 Moose Court;26.5368826;99.5823095;53;true;true;Japan;25846040779928323705397313773484733369346794300143398997727797573916155886628584 80240680810178703915387;41462473789713386797414047160638368395121075961493696735763655035287436765046765 28908349816119211115809;
