Name,Address,Location,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description
Locanda Pincelli,"via Selva 52, Selva Malvezzi, 40062","Selva Malvezzi",€€,"Creative, Emilian",11.6275097,44.5560412,+390516907003,https://guide.michelin.com/en/emilia-romagna/selva-malvezzi_1828749/restaurant/locanda-pincelli,https://www.locandapincelli.it,Bib Gourmand,0,"Air conditioning,Terrace","Named after the village’s former postman, an important and charismatic character in this small community, this former workers’ club is housed in a rustic restaurant with a beautiful porch where you sit in summer beneath cooling fans. The cuisine steps away from local tradition to offer creative yet never overly fanciful dishes which are always generous and beautifully presented. We particularly enjoyed the mezze maniche pasta with stewed white onion, sour butter and burnt lemon, as well as the leg of guinea fowl browned with paprika, its own juices and horseradish mayonnaise. When choosing your wine, you might like to ask owner Danilo for his recommendations from a list which is not extensive but is certainly interesting and carefully chosen."
Cibus,"via Chianche di Scarano 7, Ceglie Messapica, 72013","Ceglie Messapica",€,"Apulian, Country cooking",17.51819,40.6465,+390831388980,https://guide.michelin.com/en/puglia/ceglie-messapica/restaurant/cibus,https://www.ristorantecibus.it/,Bib Gourmand,0,"Air conditioning,Interesting wine list,Terrace","This restaurant situated in the maze of alleyways that makes up the historic centre of Ceglie boasts tables in a small atmospheric inner courtyard. The restaurant has long been famous for its traditional, regional cuisine and is a must for anyone keen to try typical Puglian specialities. The lamb with roast potatoes is particularly delicious, while the wine list features an interesting selection of regional labels."
Trattoria al Parco,"via Stretta 7, Buttrio, 33042","Buttrio",€€,"Country cooking, Grills",13.3319275,46.0153555,+390432674025,https://guide.michelin.com/en/friuli-venezia-giulia/buttrio/restaurant/trattoria-al-parco,https://www.delparcohotel.eu/la-trattoria-al-parco/,Bib Gourmand,0,"Air conditioning,Car park,Garden or park,Terrace","This elegant house built in brick and stone boasts extensive tree-shaded grounds, a wine cellar next door, plus personalised, welcoming dining rooms. Here, the menu focuses on meat dishes, many of which are cooked over the grill, while the wine list features just a few labels produced by the restaurant’s own winery. A choice of excellent desserts completes the picture."
Al Monastero,"via Ristori 9, Cividale del Friuli, 33043","Cividale del Friuli",€€,Regional Cuisine,13.43016,46.094402,+390432700808,https://guide.michelin.com/en/friuli-venezia-giulia/cividale-del-friuli/restaurant/al-monastero,https://www.almonastero.com/,Bib Gourmand,0,"Air conditioning,Terrace","Enjoy excellent local hams and salami and other delicious regional specialities in this welcoming restaurant. The room with the typical fogolar stove is particularly charming, as is the one embellished with the fresco of Bacchus; the romantic terrace in the historic palazzo’s inner courtyard is also perfect in fine weather. Five delightful apartments with a mezzanine and cooking area are also available."
Al Cambio,"via Stalingrado 150, Bologna, 40128","Bologna",€€,Emilian,11.3668281,44.5286983,+39051328118,https://guide.michelin.com/en/emilia-romagna/bologna/restaurant/al-cambio,https://www.ristorantealcambio.it/,Bib Gourmand,0,"Air conditioning,Car park","Despite its out-of-town location, this contemporary, simply decorated restaurant is extremely popular. Fans of traditional cuisine will be in their element here, thanks to the perfectly prepared cuisine which is unfussy yet delicious and full of strong flavours."
Osteria Mondo d'Oro,"via Mondo d'Oro 4, Verona, 37121","Verona",€,"Italian, Seasonal Cuisine",10.99624,45.442,+390458949290,https://guide.michelin.com/en/veneto/verona/restaurant/osteria-mondo-d-oro,http://www.osteriamondodoro.it,Bib Gourmand,0,"Air conditioning,Terrace","Described as an “osteria” (inn) by its famous, multi-Michelin-starred chef Giancarlo Perbellini, this restaurant provides a relaxed setting in which to enjoy delicious (and reasonably priced) Italian cuisine, including a few vegetarian options. Choose between the cosy dining room and an outdoor space (weather permitting) in a side street off the central Via Mazzini."
Trattoria da Zamboni,"via Santa Croce 73, Lapio, 36057","Lapio",€€,"Classic Cuisine, Italian Contemporary",11.5357,45.47452,+390444273079,https://guide.michelin.com/en/veneto/lapio/restaurant/trattoria-da-zamboni,https://www.trattoriazamboni.it/,Bib Gourmand,0,"Air conditioning,Car park,Great view,Interesting wine list,Terrace,Wheelchair access","Situated in the Berici hills, this restaurant run by a friendly and welcoming family boasts views of the surrounding greenery from its first-floor dining rooms. Although the cuisine focuses on local ingredients (in other words, mainly meat), the menu also includes a particularly delicious baccalà alla vicentina (salted cod)."
Trattoria di Via Serra,"via Luigi Serra 9/b, Bologna, 40129","Bologna",€,Emilian,11.3455818,44.5097151,+390516312330,https://guide.michelin.com/en/emilia-romagna/bologna/restaurant/trattoria-di-via-serra,https://www.trattoriadiviaserra.it/,Bib Gourmand,0,Air conditioning,"It’s well worth heading off the traditional tourist trail to experience this simple and informal trattoria in Bolognina, the city’s historic working-class district which now has a very multicultural feel. Run by a friendly owner, with his talented business partner at the helm in the kitchen, the restaurant boasts a welcoming and friendly ambience that has made it popular, so booking ahead is recommended, even at lunchtime. Top-quality regional cuisine is celebrated here, from fresh pasta (excellent tortellini in broth) to zuppa inglese (a type of trifle)."
Il Ritrovo d'Abruzzo,"Contrada Bosco 16, Civitella Casanova, 65010","Civitella Casanova",€€,"Country cooking, Modern Cuisine",13.8937726,42.4057508,+390858460019,https://guide.michelin.com/en/abruzzo/civitella-casanova/restaurant/il-ritrovo-d-abruzzo,https://www.ilritrovodabruzzo.com/,Bib Gourmand,0,"Air conditioning,Car park,Garden or park,Great view,Terrace,Wheelchair access","If you’re not already in the area, it takes time to get to this family-run restaurant situated amid the rolling hills of rural Abruzzo, but the journey through some of the most beautiful scenery in the region more than compensates for the effort. Two brothers are at the helm (one front of house, the other in the kitchen), serving traditional regional cuisine often prepared using home-grown vegetables and with the occasionally more creative dish featuring on the menu. A pleasant outdoor space for summer dining completes the picture."
Me Cumpari Turiddu,"piazza Turi Ferro 36, Catania, 95124","Catania",€,Sicilian,15.088407,37.506428,+390957150142,https://guide.michelin.com/en/sicilia/catania/restaurant/me-cumpari-turiddu,https://www.mecumparituriddu.it/,Bib Gourmand,0,"Air conditioning,Interesting wine list,Terrace","With its old chandeliers, chairs and tables, this original and attractive restaurant offers its guests a feel of traditional Sicily. The cuisine focuses on typical Sicilian specialities, as well as offering a simpler, less expensive bistro menu. There’s also a shop selling food produce and a cocktail bar, which is open non-stop from 11. 30am until the early hours of the morning."
Antica Filanda,"SS 157, contrada Raviola, Capri Leone, 98070","Capri Leone",€,"Sicilian, Modern Cuisine",14.734261,38.08595,+390941919704,https://guide.michelin.com/en/sicilia/capri-leone/restaurant/antica-filanda,https://anticafilanda.me/,Bib Gourmand,0,"Air conditioning,Car park,Garden or park,Great view,Interesting wine list,Restaurant offering vegetarian menus","Although the view from this restaurant takes in the sea and the mountains alike, it’s the latter that inspires the menu. It features inland specialities cooked with the best local ingredients. Suckling pig is a particular favourite, appearing in a number of different guises, including cured ham and meat sauces. The restaurant also offers new, welcoming guestrooms."
Vögele,"via Goethe 3, Bolzano, 39100","Bolzano",€€,"Regional Cuisine, Traditional Cuisine",11.3524552,46.4991536,+390471973938,https://guide.michelin.com/en/trentino-alto-adige/bolzano/restaurant/vogele,https://www.voegele.it/it/,Bib Gourmand,0,Terrace,"This restaurant is a Bolzano institution. It is a typical inn whose origins are lost in the mists of time, and is still furnished in traditional Biedermeier - style. The menu focuses on regional cuisine, with an occasional hint of the Mediterranean."
Antica Fattoria del Grottaione,"via della Piazza, località Montenero d'Orcia, Castel del Piano, 58033","Castel del Piano",€,Tuscan,11.47218,42.94457,+3905641827081,https://guide.michelin.com/en/toscana/castel-del-piano/restaurant/antica-fattoria-del-grottaione,https://www.anticafattoriadelgrottaione.it/,Bib Gourmand,0,"Air conditioning,Great view,Terrace,Wheelchair access","Once a farm, this trattoria has an attractive rustic feel with colourful decor in the dining room and stunning panoramic views from the outdoor terrace in summer. House specialities include il peposo (braised beef with black pepper)."
La Pignata,"viale Dei Tigli 7, Ariano Irpino, 83031","Ariano Irpino",€,"Campanian, Traditional Cuisine",15.0947663,41.1569021,+390825872571,https://guide.michelin.com/en/campania/ariano-irpino/restaurant/la-pignata,,Bib Gourmand,0,"Air conditioning,Restaurant offering vegetarian menus","For over 40 years the Ventre family have been championing the flavours of Irpinia, seeking out the region’s best seasonal ingredients. These are then used in traditional dishes such as soups, as well as in more personal reinterpretations of local specialities (their “post-modern” arancino is now renowned in the region) that nonetheless retain all their original flavour with influences from both Campania and Puglia. The pizza here is excellent and there’s also a good selection of wine."
Il Turacciolo,"piazza Vittorio Emanuele II 4, Andria, 76123","Andria",€€,"Apulian, Modern Cuisine",16.2967455,41.2259495,+393881998889,https://guide.michelin.com/en/puglia/andria/restaurant/il-turacciolo,,Bib Gourmand,0,"Air conditioning,Interesting wine list,Terrace","This informal wine bar in the town centre features paper tablecloths and a menu chalked up on two blackboards. Delicious regional cuisine, including the occasional dish with surprisingly modern and imaginative flavours."
Da Felice,"corso Valparaiso 136, Chiavari, 16043","Chiavari",€€,"Ligurian, Seafood",9.3145164,44.3177211,+390185308016,https://guide.michelin.com/en/liguria/chiavari/restaurant/da-felice,https://www.ristorantefelice.com,Bib Gourmand,0,"Air conditioning,Terrace","This welcoming restaurant, in business for many years now, boasts an open-view kitchen to the rear of the dining room. The menu here focuses on fish from the daily market which is prepared in different traditional ways, including carpaccio, fried and oven-baked dishes. Prices are reasonable on the whole, while the short tasting menu offers excellent value for money. A fresh, cool outdoor space adds to the appeal."
Trattoria da Probo,"via Provinciale Nord 13, Bagnolo in Piano, 42011","Bagnolo in Piano",€,"Emilian, Classic Cuisine",10.6762816,44.7792987,+390522951300,https://guide.michelin.com/en/emilia-romagna/bagnolo-in-piano/restaurant/trattoria-da-probo,https://www.trattoriadaprobo.it/,Bib Gourmand,0,"Air conditioning,Car park,Terrace,Wheelchair access","A bulwark of traditional local cuisine, this trattoria serves antipasti such as erbazzone (a savoury pie), fried gnocchi and charcuterie, followed by fresh pasta (the cappelletti in broth are excellent), a choice of boiled and roast meat dishes, plus a selection of desserts. Chalked up on a blackboard by the entrance, the daily specials are also classic in style and vary depending on whatever is available in the market that day. Booking ahead is recommended!"
Alla Pasina,"via Marie 3, Dosson, 31030","Dosson",€€,"Venetian, Modern Cuisine",12.2558509,45.6289367,+390422382112,https://guide.michelin.com/en/veneto/dosson/restaurant/alla-pasina,https://www.pasina.it/,Bib Gourmand,0,"Air conditioning,Car park,Garden or park,Terrace,Wheelchair access","In this beautiful, warm and welcoming country house, fresh pasta dishes take up much of the space on the menu – and deservedly so: whether you opt for more traditional or creative dishes, the pasta here is excellent. The region’s famous chicory also makes an appearance, alongside a selection of meat and fish dishes. Guestrooms are available for visitors looking to extend their stay."
CUCINA.eat,"piazza Galileo Galilei 1, Cagliari, 09128","Cagliari",€,Modern Cuisine,9.1223668,39.2202729,+390700991098,https://guide.michelin.com/en/sardegna/cagliari/restaurant/cucina-eat,http://www.shopcucina.it,Bib Gourmand,0,"Air conditioning,Bring your own bottle,Counter dining,Interesting wine list,Terrace,Wheelchair access","One of the most interesting restaurants in Cagliari in terms of value for money, with a choice of classic at-table seating or the more informal, convivial option of sitting at the counter. When it comes to choosing your wine, all you need do is look around at the shelves and ask the helpful staff for recommendations. The cuisine focuses on Sardinian recipes and ingredients, as well as more classic options and even experimental dishes that feature new and original combinations. Simpler options are available at lunchtime."
L'Acquario,"via Vittorio Emanuele 69, Castiglione del Lago, 06061","Castiglione del Lago",€,"Umbrian, Traditional Cuisine",12.0518678,43.1271351,+390759652432,https://guide.michelin.com/en/umbria/castiglione-del-lago/restaurant/l-acquario,https://www.ristorantelacquario.it/,Bib Gourmand,0,"Air conditioning,Terrace","Located in the historic centre of an attractive village by the lake, this restaurant is a good option for anyone wanting to try Umbrian cuisine. Dishes made from freshwater fish (pike, carp, tench, eel and crayfish), as well as the famous beans from Lake Trasimeno and meat such as lamb and wild boar, take pride of place on the menu."
Nole,"viale Regina Margherita 84, Pescara, 65123","Pescara",€€,"Italian Contemporary, Italian",14.2057343,42.4752574,+390854458925,https://guide.michelin.com/en/abruzzo/pescara/restaurant/nole,,Bib Gourmand,0,"Air conditioning,Wheelchair access","Situated near the seafront in one of Pescara’s iconic streets, Nole offers guests two different dining options: the bar-bistro section serves excellent breakfasts, light lunches and snacks (closed in the evening), while the minimalist, contemporary-style dining room is home to the main restaurant. The two sections are separated by the open-view kitchen, where the chefs prepare classic, modern meat and fish dishes, with a focus on whatever ingredients are available in the market that day."
L'Ostreria Fratelli Pavesi,"Località Gariga 8, Podenzano, 29027","Podenzano",€€,"Country cooking, Modern Cuisine",9.6846769,44.9839886,+390523524077,https://guide.michelin.com/en/emilia-romagna/podenzano/restaurant/l-ostreria-fratelli-pavesi,https://www.ostreria.it/,Bib Gourmand,0,"Air conditioning,Car park,Terrace","Overlooking a 20C courtyard typical of the Bassa Padana area, this restaurant’s name (a play on the word “osteria”) refers to the three (“tre”) brothers who share the work in the kitchen and front of house. It’s clear that the saying “many hands make light work” holds true here: the many dishes served in this simple, friendly dining room include local specialities such as cured hams, salumi, anolini pasta, ricotta and spinach tortelli and “bomba di riso” (a moulded rice dish), as well as main courses of venison and sturgeon and a delicious “zuppa inglese” (trifle) for dessert. Booking ahead is recommended, even for a weekday lunch, as it gets very busy."
Osteria dei Maltagliati,"corso Umberto I 36, Torano Nuovo, 64010","Torano Nuovo",€€,"Farm to table, Regional Cuisine",13.7770664,42.8231884,+393516531769,https://guide.michelin.com/en/abruzzo/torano-nuovo_1847049/restaurant/osteria-dei-maltagliati,,Bib Gourmand,0,"Counter dining,Terrace","With a very young team led by Maicol and Federica, this rustic restaurant with an exposed-brick decor only opened a few months ago and has already made a name for itself thanks to its fine cuisine. In the dining room, the wood-fired oven and barbecue grill (the latter uses the embers from the former) take centre stage in many of the dishes, so that old, culinary techniques result in delicious cuisine that demonstrates a fine balance of traditional flavours and personalised modern twists. The lamb chops, served with freshly blanched saltwort flavoured with preserved lemon and a light garlic sauce, were truly delicious!"
Osteria Ophis,"corso Serpente Aureo 54/b, Offida, 63073","Offida",€€,"Cuisine from the Marches, Modern Cuisine",13.6924987,42.9355659,+390736889920,https://guide.michelin.com/en/marche/offida/restaurant/osteria-ophis,https://www.osteriaophis.com/,Bib Gourmand,0,"Air conditioning,Terrace","Situated in the beautiful historic pedestrianised centre of Offida, this restaurant with a brick-vaulted ceiling is housed in the former stables of an old palazzo with a modern, inviting and intimate feel. Here, owner-chef Daniele Citeroni Maurizi skilfully reinterprets regional cuisine to create precise, imaginative dishes that are full of flavour. The stuffed cannelloni cooked on the barbecue grill are delicious, as is the veal tartare served with a warm meat, herb and vegetable jus on the side. We should also highlight the “low cost” tasting menu available for guests aged under 25."
Al Borgo,"via Anconetta 8, Belluno, 32100","Belluno",€€,"Piedmontese, Traditional Cuisine",12.2116816,46.1250037,+390437926755,https://guide.michelin.com/en/veneto/belluno/restaurant/al-borgo126456,https://www.alborgo.to/,Bib Gourmand,0,"Car park,Garden or park,Terrace,Wheelchair access","Housed within an 18C villa in a small traditional hamlet, this restaurant with a warm rustic ambience serves regional cuisine. The Gioie del Borgo (home produced salami and sausages), barley and bean soup, and homemade ice cream are all highly recommended."
Gassenwirt,"via Paese 42, Kiens, 39030","Kiens",€,"Country cooking, Home Cooking",11.8414858,46.8092067,+390474565389,https://guide.michelin.com/en/trentino-alto-adige/chienes/restaurant/gassenwirt,https://www.gassenwirt.it/it,Bib Gourmand,0,Car park,"Situated next to the village church, this restaurant has been serving excellent South Tyrolean cuisine since as far back as 1602. House specialities include canederli pressati (dumplings) and Buchteln (a type of sweet bun)."
La Gioconda,"via Brancuti, Cagli, 61043","Cagli",€€,"Country cooking, Modern Cuisine",12.6474362,43.5461484,+390721781549,https://guide.michelin.com/en/marche/cagli/restaurant/la-gioconda,https://www.ristorantelagioconda.it/,Bib Gourmand,0,"Interesting wine list,Restaurant offering vegetarian menus,Terrace","Situated in the heart of the historic centre, this restaurant pays tribute to the Cagli region and the Marche hinterland. Dishes feature the best local ingredients, such as truffles in season (both black and white), as well as a dessert in memory of local sculptor Eliseo Mattiacci (the “fabbrica del cosmo” made with yoghurt, wafers and strawberries). The wine list shows a strong preference for the Marche, but also features wines from further afield."
Osteria La Torre,"via dell'Ospedale 22, Cherasco, 12062","Cherasco",€€,Piedmontese,7.8570495,44.6516877,+390172488458,https://guide.michelin.com/en/piemonte/cherasco/restaurant/osteria-la-torre,https://www.osterialatorrecherasco.it/,Bib Gourmand,0,"Air conditioning,Interesting wine list,Terrace,Wheelchair access","To get to this welcoming restaurant, it’s best to leave the car in one of the convenient car parks just outside the town walls a short walk from Cherasco’s quiet, picturesque historic centre with its two perpendicular streets. At Osteria La Torre, the friendly female staff will happily guide you through the menu, which features traditional dishes prepared in contemporary style – we particularly enjoyed the egg, cardoon and fondue dish, followed by breaded veal rump as our main course. If you’re a fan of snails, you really must try them here as Cherasco is renowned for this speciality. The extensive wine list demonstrates the same high quality as the cuisine."
Perbacco - Vini e Cucina,"via Umberto I 14, Cannara, 06033","Cannara",€,Umbrian,12.5831366,42.9952602,+390742720492,https://guide.michelin.com/en/umbria/cannara/restaurant/perbacco-vini-e-cucina,,Bib Gourmand,0,,"This restaurant began life as a wine - bar, before transforming into an establishment where you can enjoy genuine local cuisine. The onion reigns supreme in this eatery! Two cosy rooms, with frescoed walls."
Trattoria Porteri,"via Trento 52/d, Brescia, 25128","Brescia",€€,"Lombardian, Regional Cuisine",10.2245503,45.5536988,+39030380947,https://guide.michelin.com/en/lombardia/brescia/restaurant/trattoria-porteri,https://www.trattoriaporteri.it/,Bib Gourmand,0,"Air conditioning,Wheelchair access","Situated outside the centre in the equally typical and historic Borgo Trento district, this restaurant has all the warm ambience and character that you would expect of a traditional trattoria. The regional cuisine includes a remarkable array of charcuterie, as well as dishes such as tripe in Brescia-style broth, beef in olive oil and the typical local bocciolo di rosa dessert with zabaglione ice-cream."
Al Becco della Civetta,"vico I Maglietta 7, Castelmezzano, 85010","Castelmezzano",€€,Cuisine from Basilicata,16.0463,40.52995,+390971986249,https://guide.michelin.com/en/basilicata/castelmezzano/restaurant/al-becco-della-civetta,https://www.beccodellacivetta.it/,Bib Gourmand,0,Air conditioning,"The owner - chef of this restaurant in a small village nestling in the Lucane Dolomites focuses on regional cuisine, serving dishes inspired by her two muses – her mother and grandmother. Dishes are often announced at your table and specialities include the delicious ficotto (fig wine). Stunning views of the grandiose mountain scenery from the guestrooms, which are quiet and welcoming."
Da Fausto,"Località Valle Prati 1, Cavatore, 15010","Cavatore",€€,"Piedmontese, Traditional Cuisine",8.44158,44.63598,+390144325387,https://guide.michelin.com/en/piemonte/cavatore/restaurant/da-fausto,https://www.relaisborgodelgallo.com/,Bib Gourmand,0,"Car park,Garden or park,Great view,Interesting wine list,Terrace,Wheelchair access","With Fausto front of house, his wife Rosella at the helm in the kitchen and daughter Gaia who not only works in the dining room but is also responsible for the desserts, this restaurant celebrates Piedmontese cuisine on a menu that changes weekly in order to ensure that ingredients are fresh and seasonal. Meat takes centre stage, alongside excellent fresh pasta dishes (such as the famous agnolotti) and delicious desserts including fiordilatte ice-cream. The wine cellar is well stocked, thanks to the restaurant’s own production of Pinot Nero (dry and sparkling labels), while for anyone wanting to prolong their stay, attractive guestrooms are available at the Borgo del Gallo."
Borgo Poscolle,"via Poscolle 21/a, Cavazzo Carnico, 33020","Cavazzo Carnico",€,Traditional Cuisine,13.03708,46.36565,+393664915854,https://guide.michelin.com/en/friuli-venezia-giulia/cavazzo-carnico/restaurant/borgo-poscolle,,Bib Gourmand,0,"Car park,Terrace,Wheelchair access","Home - style cooking with a focus on regional specialities is served in this attractive family - run trattoria, which has its own organic vegetable garden and an educational ""pet therapy"" farm. The search for ingredients produced as close to home as possible is something of an obsession with the owner - chef, who is also passionate about his desserts. Make sure you try the millefeuille with strawberries and cream."
Castagneto,"via Vignola 14, Montrigiasco, 28041","Montrigiasco",€,Piedmontese,8.5095252,45.7723788,+39032257201,https://guide.michelin.com/en/piemonte/montrigiasco/restaurant/castagneto,https://www.ristorantecastagneto.com/,Bib Gourmand,0,"Air conditioning,Car park,Garden or park,Great view,Interesting wine list,Terrace","On the first hills of Lake Maggiore, a rustic and particularly panoramic building; inside there is a warm, relaxing and traditional atmosphere (the restaurant has been in business since 1969), while the cuisine ranges across the entire Peninsula even if it remains predominantly local and regional."
Osteria San Giulio,"Via Dulzago, Badia di Dulzago, 28043","Badia di Dulzago",€,"Piedmontese, Country cooking",8.6128,45.55002,+39032198101,https://guide.michelin.com/en/piemonte/badia-di-dulzago/restaurant/osteria-san-giulio,https://www.osteriasangiulio.it/,Bib Gourmand,0,Air conditioning,"With its delightful location in an old rural abbey, warm welcome, friendly atmosphere and excellent “home-style” cuisine which focuses on the region’s classic dishes, this restaurant appeals to all the senses. Tastings of cured hams and cheeses from the surrounding area can be arranged in the beautiful garden by prior arrangement."
Kanton Restaurant,"via Antonio Gramsci 17, Capriate San Gervasio, 24042","Capriate San Gervasio",€€,"Chinese, Modern Cuisine",9.5270194,45.6111527,+390290962671,https://guide.michelin.com/en/lombardia/capriate-san-gervasio/restaurant/kanton-restaurant,https://www.kantonrestaurant.it/,Bib Gourmand,0,"Air conditioning,Restaurant offering vegetarian menus,Terrace,Wheelchair access","Capriate is home to one of the best Chinese restaurants in the region and beyond. Although Cantonese specialities take centre stage here, the menu also features dishes from elsewhere in China, including a remarkable selection of cooked and stuffed dumplings. If you want an all-round Chinese experience, there’s also a good choice of teas. The desserts tend to be more European in style."
Sot'Ajarchi,"via Marconi 93, Ancona, 60125","Ancona",€€,"Seafood, Cuisine from the Marches",13.5037316,43.6109808,+39071202441,https://guide.michelin.com/en/marche/ancona/restaurant/sot-ajarchi,https://www.ristorantesotajarchi.it/,Bib Gourmand,0,Air conditioning,"An informal atmosphere in a small trattoria where you can really feel at ease, perhaps in company, eating tasty seafood dishes, based on the daily fish catch."
Il Moro,"piazza Garibaldi 7, Capriata d'Orba, 15060","Capriata d'Orba",€,"Piedmontese, Traditional Cuisine",8.6888831,44.7299093,+39014346157,https://guide.michelin.com/en/piemonte/capriata-d-orba/restaurant/il-moro,https://www.ristoranteilmoro.it/,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access","Occupying a 17C palazzo in the village centre, this restaurant showcases regional cuisine in all its glory, including specialities such as leek and saffron gnocchi, boiled tongue, pumpkin in the autumn and truffles in season, all accompanied by wines chosen from an extensive wine list. Friendly, informal service, plus an open fire in winter."
Osteria Bartolini,"via A. Boito 26, Milano Marittima, 48015","Milano Marittima",€€,"Seafood, Seasonal Cuisine",12.3569147,44.2683552,+390544974348,https://guide.michelin.com/en/emilia-romagna/milano-marittima/restaurant/osteria-del-gran-fritto334900,https://www.osteriabartolinimilanomarittima.com/,Bib Gourmand,0,Terrace,"Fish and seafood take centre stage at this restaurant facing the beach and its moored boats, with a menu that showcases classic specialities from the Adriatic, including fried options and daily specials in line with what’s available at Cesenatico fish market. The restaurant does not take reservations."
Accademia Ristorante,"via Mameli 29, Casale Monferrato, 15033","Casale Monferrato",€€,Country cooking,8.4533279,45.1364114,+390142452269,https://guide.michelin.com/en/piemonte/casale-monferrato/restaurant/accademia-ristorante,https://www.accademiaristorante.it/,Bib Gourmand,0,,"The Inspector's thought was: too bad it's not in my neighborhood, I would come more often! In a historic building, with a classic decor and magnificent frescoed dining rooms, Accademia serves simple but well personalized and surprisingly modern Piedmontese cuisine. The friendly owner will welcome you graciously and provide you with relevant and passionate wine recommendations."
Trattoria Pennestri,"via Giovanni Da Empoli 5, Rome, 00154","Rome",€,"Cuisine from Lazio, Seasonal Cuisine",12.479981,41.8734074,+39065742418,https://guide.michelin.com/en/lazio/roma/restaurant/trattoria-pennestri,https://trattoriapennestri.it/,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access","An authentic neighbourhood trattoria with just one difference – it is so good that its fame has travelled far beyond the streets of Ostiense in which it is situated and so it is often crowded (as a result, booking is highly recommended). The atmosphere is simple, informal and attractive, while the cuisine focuses on Roman classics such as pasta with carbonara, cacio e pepe, amatriciana and gricia sauces, alongside a few more creative dishes."
Caffè La Crepa,"piazza Matteotti 14, Isola Dovarese, 26031","Isola Dovarese",€€,Lombardian,10.3123463,45.1760808,+390375396161,https://guide.michelin.com/en/lombardia/isola-dovarese/restaurant/caffe-la-crepa,http://www.caffelacrepa.net,Bib Gourmand,1,"Interesting wine list,Terrace","Overlooking a picturesque Renaissance square, the café here dates back to the early 19C and the trattoria shortly after. Today, the decor is a nostalgic mix of styles from the mid-19C to the mid-20C, including Art Nouveau. The restaurant not only appeals to the eyes but also to the tastebuds thanks to its careful selection of top-quality local ingredients which are served in family-style dishes typical of the Po Valley, with a broad selection of recipes from the different provinces in this extensive region (stuffed marubini pasta in broth, culatello ham, boiled meats served with home-made mostarda etc). There’s also a boutique selling food and wine for anyone looking for a souvenir to take home."
Osteria Bartolini,"corso Garibaldi 41, Cesenatico, 47042","Cesenatico",€€,Seafood,12.396823,44.200314,+39054782474,https://guide.michelin.com/en/emilia-romagna/cesenatico/restaurant/osteria-del-gran-fritto,https://www.osteriabartolinicesenatico.com/,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access","The sister restaurant of the Bologna and Milano Marittima restaurants of the same name, this osteria serves fresh fish with an excellent choice of delicious and generously portioned dishes. As the restaurant doesn’t take bookings, make sure you get here early in high season or during busy periods."
Dentella,"via Dentella 25, Bracca, 24010","Bracca",€,Country cooking,9.7074027,45.8233063,+39034597105,https://guide.michelin.com/en/lombardia/bracca/restaurant/dentella,https://www.trattoriadentella.com/,Bib Gourmand,0,Terrace,"Situated in a picturesque village in the Val Serina, this family-run restaurant has a welcoming ambience. The menu features a small selection of mostly local dishes, including specialities such as bresaola orobica, cured hams and cheeses, casoncelli pasta, mushrooms and, of course, polenta prepared in different ways (Bergamo or Taragna style, simply, with strachitunt cheese, or with fried eggs). Enjoy dining on the panoramic terrace in fine weather."
Gabbiano 1983,"piazza Vittorio Veneto 10, Corte de' Cortesi, 26020","Corte de' Cortesi",€€,"Lombardian, Traditional Cuisine",10.0072355,45.2724821,+393478745100,https://guide.michelin.com/en/lombardia/corte-de-cortesi/restaurant/il-gabbiano,https://www.gabbiano1983.it/,Bib Gourmand,0,"Air conditioning,Interesting wine list,Terrace","Having successfully been in business for over 40 years, this restaurant continues to shine for its top-quality traditional cuisine, priding itself, as it has always done, on its love for local specialities. Goose dishes take centre stage on the menu (the area is famous for its goose), alongside an excellent selection of traditional boiled meats all of which are sourced locally. There’s also a good choice of wine, which is skilfully displayed and served from a trolley in the dining room from which wines are served by the glass."
Futura Osteria,"largo Garfonda 10, località Abbadia Isola, Monteriggioni, 53035","Monteriggioni",€€,"Tuscan, Traditional Cuisine",11.1951088,43.3872152,+390577301240,https://guide.michelin.com/en/toscana/monteriggioni/restaurant/futura-osteria,https://www.futuraosteria.it/it,Bib Gourmand,0,"Air conditioning,Car park,Terrace,Wheelchair access","Situated along the Via Francigena near Monteriggioni the small medieval village of Abbadia Isola boasts a superb Romanesque church and a group of old buildings that once housed a monastery and its outbuildings. The Futura Osteria occupies the cellars where the monks once stored their wines, which now provides the setting for simple, delicious and resolutely seasonal Tuscan-inspired cuisine offering good value for money. The refined wine list, simple service and secluded terrace complete the picture."
Ahimè,"via San Gervasio 6/e, Bologna, 40121","Bologna",€€,Country cooking,11.337969,44.4966213,+390514983400,https://guide.michelin.com/en/emilia-romagna/bologna/restaurant/ahime,http://www.ahime.it,Bib Gourmand,1,Air conditioning,"Situated near the typical Mercato delle Erbe, Ahimé serves imaginative regional cuisine with a careful focus on seasonal, sustainably produced ingredients. Organic wines, plus service which is friendly yet at the same time professional add to its appeal."
